date,description,amount,type,category
2024-10-17,With young think there assume.,-1349.65,debit,Health & Fitness
2024-10-17,Some court her.,-1780.37,debit,Salary
2024-10-18,Outside with each animal.,-932.87,debit,Travel
2024-10-19,Take family chance.,-1284.76,debit,Utilities
2024-10-19,Picture evidence.,-1266.23,debit,Shopping
2024-10-21,Why though decide bank likely.,-167.43,debit,Rent
2024-10-21,Meet seem population.,-640.59,debit,Health & Fitness
2024-10-21,Material less focus hear.,-1214.72,debit,Travel
2024-10-23,Listen ok point so.,-1564.14,debit,Salary
2024-10-24,Detail data tell.,-833.84,debit,Salary
2024-10-28,Fill thousand number.,1524.0,credit,Investment
2024-11-01,Nearly care base.,-1881.47,debit,Travel
2024-11-02,Goal once let perform international.,-429.04,debit,Rent
2024-11-03,Doctor population grow bar.,-62.47,debit,Food & Drink
2024-11-03,Important source first him.,-136.95,debit,Rent
2024-11-11,National back everybody direction budget.,-216.82,debit,Rent
2024-11-11,National free.,-1313.12,debit,Rent
2024-11-12,Few spring raise.,-466.42,debit,Travel
2024-11-13,Relationship your your.,-1256.7,debit,Salary
2024-11-13,Across federal state.,734.0,credit,Investment
2024-11-13,State serious activity pressure.,3164.0,credit,Other
2024-11-13,Dinner rich decide do.,-1950.21,debit,Salary
2024-11-14,Serious reveal left social fine.,-1101.61,debit,Travel
2024-11-14,Show recently decide last.,4240.0,credit,Investment
2024-11-16,Hear officer.,-1051.69,debit,Shopping
2024-11-17,With yes nothing.,500.0,credit,Investment
2024-11-17,For age size.,-830.29,debit,Health & Fitness
2024-11-17,Wall act special.,-1818.76,debit,Travel
2024-11-17,Different international sell several.,-1611.37,debit,Entertainment
2024-11-18,Woman daughter hospital move.,-694.33,debit,Utilities
2024-11-18,Board notice later thus.,-1378.66,debit,Food & Drink
2024-11-19,Bit need allow.,-606.22,debit,Salary
2024-11-20,Cost attorney.,-1198.04,debit,Travel
2024-11-20,Day fact modern.,-385.26,debit,Health & Fitness
2024-11-22,Happy action.,-795.56,debit,Shopping
2024-11-23,Hospital writer can industry.,3599.0,credit,Other
2024-11-24,Cut yard knowledge.,-831.68,debit,Travel
2024-11-24,City offer financial data.,-576.51,debit,Travel
2024-11-24,Western tend candidate day.,-850.26,debit,Rent
2024-11-25,Space moment travel these least.,-281.88,debit,Utilities
2024-11-25,Say explain.,4209.0,credit,Other
2024-11-25,Red republican father party.,-383.7,debit,Salary
2024-11-26,Eat tonight run leader.,4882.0,credit,Investment
2024-11-29,Believe recognize analysis those citizen.,2811.0,credit,Investment
2024-11-30,Project at risk.,-1456.94,debit,Salary
2024-12-02,In seven building hard.,-39.3,debit,Utilities
2024-12-05,Short for late education.,-630.04,debit,Shopping
2024-12-06,Left available.,-932.73,debit,Health & Fitness
2024-12-09,Gas human create also.,-169.64,debit,Health & Fitness
2024-12-11,Remember carry.,-121.52,debit,Utilities
2024-12-12,Leave bar prevent require.,-1090.95,debit,Rent
2024-12-12,Likely evidence claim.,3625.0,credit,Other
2024-12-15,Beyond family movement hospital back.,-1949.45,debit,Rent
2024-12-16,Child group describe.,-1544.74,debit,Shopping
2024-12-19,Democratic recent student specific political.,-406.37,debit,Food & Drink
2024-12-19,Real know our any.,-1047.07,debit,Rent
2024-12-21,Up hear draw.,-784.35,debit,Salary
2024-12-23,Instead writer.,-325.64,debit,Health & Fitness
2024-12-28,Right analysis mention.,-727.25,debit,Entertainment
2024-12-28,Quite as when.,-514.09,debit,Rent
2024-12-28,No couple debate must.,1425.0,credit,Investment
2024-12-29,Discussion black follow.,-655.78,debit,Shopping
2024-12-29,Pressure activity defense detail.,1480.0,credit,Other
